Quantity,Price,DiscountApplied(%),TotalAmount,Day,Month,Year,Hour,PaymentCash,PaymentCredit,PaymentDebit,PaymentPayPal,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_HomeDecor
1,37.77598398,10.74823094,33.71573398,19,2,2024,18,0,1,0,0,1,0,0,0
2,56.27435444,16.36244456,94.13298878,10,6,2023,0,1,0,0,0,0,0,1,0
7,25.69540126,18.29309481,146.96442,5,4,2024,11,0,0,1,0,0,0,1,0
6,94.96287762,12.06998504,501.005235,8,11,2023,21,0,0,0,1,1,0,0,0
8,84.59354264,16.96099884,561.9650629,12,10,2023,22,0,0,1,0,0,0,1,0
7,22.5482668,5.968114553,148.4179228,23,9,2023,14,0,0,0,1,0,1,0,0
8,70.37831308,6.04043293,529.0172663,8,10,2023,13,0,1,0,0,0,0,1,0
3,46.91666354,14.6150284,120.1793395,7,3,2024,12,1,0,0,0,1,0,0,0
6,38.03453812,19.76549337,183.1009441,11,10,2023,5,0,0,1,0,0,1,0,0
7,36.18675309,4.247275338,242.5486144,20,12,2023,18,1,0,0,0,0,0,1,0
1,69.64010664,2.22708671,68.08916108,18,5,2023,7,0,0,1,0,0,1,0,0
1,91.32013511,3.432387522,88.18567419,14,8,2023,18,0,0,1,0,1,0,0,0
7,85.26538289,13.85815521,514.1442166,18,7,2023,22,0,1,0,0,0,0,0,1
3,41.40691916,18.62269355,101.0875065,5,5,2023,14,1,0,0,0,1,0,0,0
3,73.69676453,6.68365514,206.3133808,30,10,2023,7,0,0,0,1,0,0,0,1
5,57.46474322,4.198418498,275.2606641,10,6,2023,12,0,1,0,0,0,1,0,0
6,49.63308128,3.366712966,287.7724674,10,2,2024,2,0,0,0,1,1,0,0,0
2,36.70535608,2.61476789,71.49119243,3,8,2023,17,0,0,0,1,0,1,0,0
3,17.31034361,14.4099697,44.44778503,1,10,2023,8,0,0,1,0,0,1,0,0
6,27.31852888,4.440499087,156.6326992,17,3,2024,15,0,0,0,1,0,1,0,0
3,60.97655691,19.41709937,147.4100348,9,1,2024,19,1,0,0,0,0,0,0,1
5,75.5790593,17.39698009,312.152927,2,9,2023,21,0,0,1,0,0,0,0,1
9,13.30923809,11.7371459,105.7240206,21,10,2023,15,1,0,0,0,0,0,1,0
3,44.12493574,14.53680961,113.1317335,24,7,2023,18,1,0,0,0,0,0,1,0
6,24.92232012,13.0323214,130.0461796,19,8,2023,17,0,1,0,0,0,1,0,0
5,64.19089006,19.76174151,257.5282615,20,3,2024,20,0,1,0,0,0,0,0,1
5,87.81906435,2.419232434,428.4725853,6,1,2024,14,1,0,0,0,0,1,0,0
6,93.67274711,17.79206862,462.038566,14,2,2024,9,0,1,0,0,0,1,0,0
6,89.66972122,13.37038733,466.0831931,26,3,2024,5,1,0,0,0,0,1,0,0
1,88.51244721,11.09582046,78.69126499,12,11,2023,8,0,1,0,0,1,0,0,0
9,64.08394201,8.508458916,527.6824752,10,1,2024,0,0,1,0,0,0,1,0,0
5,31.86743119,19.82073033,127.755368,8,7,2023,5,0,1,0,0,1,0,0,0
1,77.22599197,16.44122095,64.529096,22,9,2023,14,0,0,1,0,0,0,0,1
8,75.20567745,0.351944364,599.5279624,17,6,2023,4,1,0,0,0,0,0,1,0
7,24.99876115,0.792920809,173.6037854,6,1,2024,16,1,0,0,0,0,1,0,0
7,27.53459807,15.17924198,163.4853836,13,2,2024,13,1,0,0,0,0,0,1,0
5,19.84033946,10.73296216,88.55441668,7,8,2023,21,0,1,0,0,0,0,1,0
1,54.8816986,11.33638417,48.66009841,25,1,2024,23,0,0,0,1,1,0,0,0
9,38.94064355,6.593642181,327.3573316,24,4,2024,5,0,0,1,0,0,0,0,1
9,91.01098296,18.52066881,667.3962621,16,1,2024,9,0,1,0,0,0,1,0,0
8,13.29856542,4.489507783,101.6122024,27,3,2024,23,1,0,0,0,0,0,1,0
5,39.16745785,13.60588429,169.1918943,14,3,2024,16,0,1,0,0,0,1,0,0
3,88.84189928,1.254116955,263.1831539,1,9,2023,10,0,0,0,1,0,0,1,0
8,99.90949301,5.575830416,754.7096729,12,2,2024,9,0,0,1,0,1,0,0,0
1,75.07161972,18.25791672,61.36510591,31,5,2023,18,1,0,0,0,0,0,0,1
3,91.06008872,8.602105345,249.6810119,7,9,2023,8,0,1,0,0,0,1,0,0
7,11.45117609,12.75830261,69.93140272,13,3,2024,0,0,0,0,1,1,0,0,0
4,79.45727002,6.763132055,296.3338797,30,1,2024,23,1,0,0,0,0,1,0,0
7,51.54631629,12.25105402,316.6194446,16,7,2023,8,1,0,0,0,0,1,0,0
5,72.1389758,0.819302661,357.7396963,11,5,2023,8,0,1,0,0,0,0,0,1
6,48.69641389,5.203939765,276.973691,16,3,2024,1,0,0,0,1,0,0,1,0
7,61.2378569,18.26519551,350.3684983,1,2,2024,6,1,0,0,0,1,0,0,0
7,33.39991053,3.161333111,226.4081967,5,1,2024,0,0,1,0,0,0,1,0,0
7,61.66858174,3.63942091,415.9694174,25,8,2023,5,0,0,0,1,1,0,0,0
7,36.17349949,9.824005396,228.3386906,13,9,2023,22,0,0,1,0,1,0,0,0
7,35.22255476,16.08393216,206.9016807,4,1,2024,3,1,0,0,0,0,0,1,0
3,39.44033221,4.115024107,113.4520591,4,6,2023,9,0,1,0,0,0,1,0,0
3,28.0689074,17.33427057,69.61010113,10,9,2023,3,0,1,0,0,1,0,0,0
7,30.04764452,1.898425063,206.3404876,2,10,2023,20,0,1,0,0,1,0,0,0
2,93.83720508,10.38664054,168.1813438,7,11,2023,10,1,0,0,0,0,0,0,1
2,50.90092402,6.208530106,95.48144966,1,10,2023,20,0,0,0,1,1,0,0,0
3,65.27272571,3.304026597,189.3482925,10,3,2024,9,0,0,0,1,1,0,0,0
4,61.45917419,5.447900399,232.4437584,31,7,2023,10,1,0,0,0,0,0,0,1
6,33.88656957,15.58225139,171.6376747,22,4,2024,6,0,0,0,1,0,1,0,0
8,10.01606634,0.682589383,79.58158186,13,10,2023,8,0,1,0,0,0,0,1,0
7,19.38966451,19.6960645,108.9946458,12,8,2023,8,0,1,0,0,0,0,1,0
4,84.77048226,14.39445568,290.272931,3,7,2023,8,0,1,0,0,0,0,1,0
2,19.8418476,6.142957711,37.24594259,27,1,2024,4,0,0,1,0,0,0,0,1
2,28.60884258,7.596451323,52.87117156,4,10,2023,2,0,0,1,0,1,0,0,0
4,92.15421353,8.105377255,338.7390675,24,12,2023,2,1,0,0,0,0,0,1,0
6,82.70344471,0.459252921,493.9417603,19,7,2023,13,0,0,1,0,0,0,1,0
3,14.79469963,1.478530056,43.72786665,10,10,2023,6,1,0,0,0,0,1,0,0
6,67.91086274,6.556354711,380.7503142,23,3,2024,13,1,0,0,0,0,0,1,0
5,56.41143022,4.856009033,268.3604304,20,9,2023,22,1,0,0,0,0,0,0,1
5,42.84156805,15.31119879,181.410052,2,4,2024,14,0,0,0,1,0,0,1,0
2,54.78317639,4.581868654,104.5461664,29,11,2023,6,1,0,0,0,0,0,0,1
8,23.59476635,6.694106499,176.1224605,1,5,2023,15,1,0,0,0,0,1,0,0
5,95.9297932,19.23899781,387.3693119,13,11,2023,13,1,0,0,0,0,0,1,0
2,25.43444761,16.95021738,42.24650691,30,1,2024,5,1,0,0,0,0,0,1,0
7,26.74835889,16.50815734,156.328884,21,4,2024,11,0,1,0,0,0,1,0,0
9,43.19593593,16.56281802,324.373245,31,10,2023,10,0,1,0,0,1,0,0,0
9,29.13325348,12.76656137,228.7254492,6,2,2024,22,0,0,0,1,0,0,0,1
1,38.15646778,10.6374637,34.09758737,31,5,2023,6,0,0,0,1,0,0,1,0
7,13.586548,16.58027561,79.33702626,13,8,2023,5,0,1,0,0,0,0,1,0
9,65.28479444,6.954001437,546.704,16,5,2023,15,0,0,1,0,0,0,1,0
6,31.70091905,11.05488844,169.1785069,15,6,2023,9,0,1,0,0,0,1,0,0
1,97.38796737,17.4000504,80.44241197,25,9,2023,7,0,0,1,0,0,1,0,0
2,20.27851466,2.11029539,39.7011562,28,4,2024,8,0,0,0,1,1,0,0,0
4,16.95959097,0.593922397,67.43545665,7,12,2023,23,0,0,0,1,1,0,0,0
4,25.67931371,18.13496681,84.08951475,4,4,2024,8,0,1,0,0,0,0,1,0
2,58.81991966,14.31979177,100.7940593,21,8,2023,2,1,0,0,0,1,0,0,0
8,77.27392689,11.4811754,547.2157744,31,1,2024,3,0,1,0,0,1,0,0,0
2,60.31517238,2.782811562,117.2734296,17,8,2023,21,1,0,0,0,1,0,0,0
3,87.43312008,19.89250332,210.1214513,3,6,2023,20,0,1,0,0,0,1,0,0
4,63.42096011,6.358604916,237.5530873,29,1,2024,2,0,0,0,1,1,0,0,0
9,22.47195226,1.261221353,199.6967808,23,11,2023,22,0,0,1,0,0,0,0,1
1,26.71066618,8.639392619,24.40302686,26,6,2023,23,0,0,0,1,0,1,0,0
8,42.18555971,1.304330415,333.082565,2,8,2023,10,0,0,0,1,0,0,1,0
5,92.80261825,10.11806431,417.0639483,29,9,2023,10,0,0,0,1,0,0,1,0
7,51.40211163,8.2892235,329.98893,8,1,2024,22,1,0,0,0,0,0,1,0
8,88.67365552,14.34577289,607.6218743,5,6,2023,17,0,1,0,0,0,0,1,0
5,16.71943596,9.617832939,75.55694271,14,12,2023,18,0,0,0,1,0,0,0,1
8,71.80414138,13.76341887,495.3714931,4,8,2023,1,1,0,0,0,1,0,0,0
8,52.04980546,5.911753071,391.7819959,27,4,2024,16,0,0,0,1,0,1,0,0
9,25.57825924,3.333819117,222.5297371,4,2,2024,6,0,0,1,0,0,0,1,0
2,17.34295091,13.30035952,30.07255218,20,6,2023,2,1,0,0,0,0,0,0,1
3,38.37609255,15.9661727,96.74669802,25,8,2023,21,0,0,0,1,0,0,0,1
1,83.85426337,8.152704951,77.01787269,3,6,2023,8,1,0,0,0,0,0,1,0
4,67.65451867,0.319497417,269.7534569,11,8,2023,18,0,0,0,1,0,1,0,0
5,51.58837614,7.103654711,239.6185801,27,7,2023,15,1,0,0,0,1,0,0,0
1,86.0929349,1.127002395,85.12266546,3,6,2023,19,0,1,0,0,0,0,1,0
8,26.2928607,15.48433055,177.7726979,11,10,2023,16,0,0,1,0,1,0,0,0
2,35.11102185,1.017325779,69.50765674,19,5,2023,2,0,0,0,1,1,0,0,0
1,59.86643085,2.605103558,58.30684833,26,4,2024,21,1,0,0,0,0,0,1,0
2,63.06625821,9.880880715,113.6695129,18,4,2024,5,0,0,1,0,0,1,0,0
5,38.88413926,7.65106021,179.5454518,5,3,2024,20,1,0,0,0,0,0,1,0
9,55.38747177,16.4099355,416.6858104,7,5,2023,22,1,0,0,0,0,0,1,0
9,20.79674283,16.55209099,156.1900233,25,4,2024,15,0,1,0,0,1,0,0,0
2,10.99433674,5.016367235,20.88564087,8,7,2023,1,0,0,0,1,0,1,0,0
2,91.45856775,16.55532969,152.6346007,25,3,2024,19,0,0,1,0,0,1,0,0
3,49.73530476,2.000936592,146.2203986,1,5,2023,3,1,0,0,0,1,0,0,0
7,30.79614387,10.96513743,191.9351306,19,4,2024,19,0,0,0,1,0,0,0,1
3,39.68467779,5.07112122,113.016659,29,9,2023,8,0,0,0,1,0,0,1,0
1,56.58896117,19.95795454,45.29496203,27,2,2024,22,0,0,1,0,1,0,0,0
6,95.18084594,16.28285572,478.0961167,3,6,2023,8,0,0,1,0,0,0,1,0
3,74.88750259,4.242694529,215.1307638,23,3,2024,22,0,1,0,0,0,1,0,0
1,95.33676743,5.760798995,89.84460789,22,7,2023,17,0,0,1,0,0,0,0,1
4,20.08656504,13.90595283,69.17334712,11,3,2024,19,0,1,0,0,0,1,0,0
1,26.04505865,17.69414912,21.43660714,14,10,2023,23,0,0,1,0,0,0,1,0
1,42.67196032,11.31764015,37.8425014,5,7,2023,6,0,1,0,0,0,1,0,0
2,31.98831914,12.46440628,56.00233017,24,6,2023,19,0,0,0,1,0,0,1,0
8,96.1334831,3.168514293,744.6998396,26,12,2023,12,0,1,0,0,0,1,0,0
2,25.40687237,19.06198016,41.1276388,3,9,2023,4,0,0,1,0,0,0,1,0
2,25.29449409,16.48145355,42.2511876,19,11,2023,15,0,0,1,0,1,0,0,0
8,53.88761241,6.246146337,404.1737063,18,7,2023,19,1,0,0,0,1,0,0,0
6,72.72063393,1.543544493,429.5889515,15,3,2024,21,0,0,1,0,0,0,1,0
4,44.13584903,4.176575032,169.1699287,22,4,2024,15,0,0,0,1,0,1,0,0
3,13.93473896,13.84340537,36.01708969,10,9,2023,18,0,0,0,1,1,0,0,0
1,78.92621328,10.56399672,70.5884507,4,11,2023,22,0,1,0,0,0,0,1,0
3,95.08964307,2.102259628,279.2718357,20,11,2023,6,0,1,0,0,0,1,0,0
9,82.94430764,9.554079324,675.1776843,21,9,2023,15,0,0,1,0,1,0,0,0
5,85.60798854,12.38939032,375.0084035,29,7,2023,13,0,0,0,1,0,1,0,0
6,86.31133765,11.92914788,456.0907833,21,2,2024,11,0,0,0,1,0,0,0,1
5,78.35543062,14.9275659,333.2943604,30,7,2023,7,0,0,1,0,0,0,1,0
1,82.48899188,8.921176596,75.13000324,16,3,2024,13,0,1,0,0,1,0,0,0
1,16.89993348,12.8507564,14.7281642,25,1,2024,14,0,0,1,0,0,0,1,0
4,14.91447223,8.979583739,54.30085883,16,10,2023,8,0,0,1,0,1,0,0,0
3,16.77095248,13.97041973,43.28394009,18,9,2023,6,0,0,1,0,0,0,1,0
8,63.23688755,19.19108263,408.8083536,15,7,2023,10,0,0,1,0,0,0,0,1
7,31.71174997,5.477968148,209.8221329,6,11,2023,9,0,0,1,0,0,0,0,1
7,12.53512377,15.668704,73.99722632,9,8,2023,4,0,0,1,0,0,0,1,0
8,16.89163486,15.35112875,114.3886259,8,10,2023,18,0,0,1,0,1,0,0,0
7,16.16732562,10.04272532,101.8057986,18,8,2023,9,0,1,0,0,0,1,0,0
2,66.47630127,10.3313428,119.2168134,2,5,2023,16,0,1,0,0,0,1,0,0
4,22.85747984,1.818105464,89.76762701,15,9,2023,21,0,0,0,1,1,0,0,0
6,86.1173559,8.803840123,471.2143294,27,10,2023,2,0,0,1,0,1,0,0,0
3,99.33972074,18.92487046,241.6194218,1,8,2023,10,0,0,0,1,0,0,1,0
3,49.70726051,15.11656298,126.5796935,5,7,2023,15,0,1,0,0,0,1,0,0
6,58.38742567,6.188909797,328.6432834,16,10,2023,9,1,0,0,0,0,1,0,0
1,33.39203856,3.350634964,32.27319324,12,2,2024,23,0,0,0,1,0,0,0,1
1,68.99912215,3.732098124,66.42400721,16,3,2024,19,0,0,0,1,0,1,0,0
5,92.3494273,2.632275067,449.5926818,29,6,2023,21,0,0,1,0,0,0,1,0
1,26.27082267,18.54396297,21.39917104,20,5,2023,9,0,0,1,0,1,0,0,0
8,95.78663864,13.43714673,663.3251797,31,3,2024,17,0,1,0,0,0,0,1,0
2,29.92206544,15.65770488,50.47391348,28,3,2024,2,0,0,0,1,1,0,0,0
6,33.9340416,2.797946646,197.9075113,5,10,2023,16,1,0,0,0,1,0,0,0
5,92.0413389,13.64374891,397.4172486,23,10,2023,6,0,1,0,0,1,0,0,0
4,63.40383601,16.14527754,212.6684429,6,12,2023,9,1,0,0,0,1,0,0,0
1,12.8520598,1.489282,12.66065639,6,10,2023,5,0,0,1,0,0,0,1,0
3,82.26570214,12.92992725,214.8864201,18,9,2023,4,1,0,0,0,0,0,1,0
4,67.78475326,14.9595315,230.577887,3,8,2023,3,1,0,0,0,1,0,0,0
2,76.87570282,4.447988422,146.9125609,20,12,2023,23,0,0,1,0,0,0,0,1
2,24.55764298,3.684465473,47.30565021,10,7,2023,16,0,0,0,1,0,1,0,0
2,88.56392836,10.02465193,159.3714056,18,2,2024,13,1,0,0,0,0,0,1,0
1,80.4573036,12.52993584,70.37605508,16,9,2023,15,0,1,0,0,1,0,0,0
2,96.16803275,5.402432935,181.9452385,22,3,2024,8,1,0,0,0,0,1,0,0
6,46.79147767,13.42302007,243.0638894,24,2,2024,10,0,0,1,0,0,1,0,0
3,56.65198606,16.43064129,142.0311043,16,8,2023,7,1,0,0,0,0,0,0,1
5,73.15570733,19.66960121,293.8313572,14,7,2023,18,0,0,1,0,0,0,0,1
1,19.39504581,14.17349588,16.64608979,24,10,2023,8,1,0,0,0,0,1,0,0
8,28.9331995,17.04644992,192.0089291,25,4,2024,18,0,0,0,1,0,0,1,0
4,35.94276623,4.523949551,137.2669345,28,3,2024,13,0,0,1,0,1,0,0,0
9,95.0604005,4.217232766,819.4633393,8,8,2023,23,0,1,0,0,1,0,0,0
4,10.1223175,19.13412494,32.74200249,21,8,2023,5,0,1,0,0,0,0,0,1
2,99.45701148,14.3769881,170.3161775,13,10,2023,11,0,1,0,0,0,0,1,0
3,45.6025834,2.304239808,133.6553716,10,6,2023,0,0,1,0,0,0,1,0,0
5,68.34609818,8.487618686,312.7257099,1,11,2023,16,0,1,0,0,0,0,1,0
6,46.96600873,11.21894077,250.1815202,22,12,2023,14,0,1,0,0,0,0,1,0
7,80.56420111,4.536918454,538.363483,10,4,2024,2,0,0,1,0,0,0,1,0
4,95.55231186,6.654912892,356.773555,1,9,2023,1,1,0,0,0,0,1,0,0
7,50.29977035,10.55839638,314.9224485,27,3,2024,11,0,1,0,0,0,0,1,0
3,26.21787205,12.28462559,68.99131389,10,8,2023,7,1,0,0,0,1,0,0,0
7,29.98738464,1.36100821,207.0547771,18,12,2023,6,0,1,0,0,1,0,0,0
4,33.92217457,3.735204582,130.6204478,27,11,2023,23,0,1,0,0,1,0,0,0
8,29.94024484,9.844180791,215.9429841,25,10,2023,18,0,0,0,1,0,0,0,1
9,11.19088134,2.832305769,97.86529226,24,11,2023,23,0,0,0,1,0,1,0,0
7,87.57272437,2.303928563,598.8857795,6,2,2024,18,0,1,0,0,0,0,1,0
8,71.28413651,7.039250149,530.1301426,29,6,2023,15,0,0,1,0,0,1,0,0
8,56.41783774,7.723712037,416.4822913,26,3,2024,19,0,0,1,0,0,0,0,1
2,23.22418971,9.060638526,42.23985966,31,7,2023,12,0,1,0,0,0,0,0,1
9,13.66444622,6.131537951,115.4394496,10,2,2024,11,0,0,1,0,0,0,0,1
6,44.61619979,7.575200334,247.4185996,9,12,2023,6,0,0,0,1,0,0,1,0
4,10.47863868,8.556961306,38.3279425,17,1,2024,18,0,0,0,1,0,1,0,0
5,15.14137998,14.22757193,64.93564627,15,10,2023,19,0,0,0,1,1,0,0,0
5,16.60753788,14.23522704,71.2170858,6,11,2023,7,0,1,0,0,1,0,0,0
7,83.42176516,3.24100585,565.0264261,7,10,2023,7,1,0,0,0,0,1,0,0
9,75.35663648,5.793345934,638.9186926,20,3,2024,7,0,0,1,0,0,0,0,1
7,37.85479564,9.118439394,240.8212033,2,7,2023,9,1,0,0,0,1,0,0,0
9,37.34941444,7.243407395,311.7963978,14,5,2023,8,1,0,0,0,0,0,1,0
4,40.99162473,1.707529965,161.1667218,20,7,2023,17,0,0,1,0,0,0,0,1
4,60.89827564,17.32658095,201.3867465,6,6,2023,16,0,0,1,0,1,0,0,0
6,87.41298567,18.9149645,425.2731028,29,12,2023,23,0,0,0,1,1,0,0,0
8,52.93429246,15.00942091,359.9132936,6,8,2023,4,0,1,0,0,0,1,0,0
9,23.36338488,19.82727196,168.5795672,1,12,2023,12,0,1,0,0,1,0,0,0
1,24.26910204,11.59537394,21.4550089,14,10,2023,10,1,0,0,0,1,0,0,0
1,15.13002854,16.37882993,12.6519069,4,11,2023,14,0,1,0,0,0,0,0,1
8,76.63278227,2.996878016,594.6895301,30,12,2023,8,0,0,1,0,0,1,0,0
7,45.93228778,11.55906189,284.3606234,5,4,2024,11,1,0,0,0,0,0,1,0
9,92.62205587,2.709485003,811.0122764,26,11,2023,23,0,0,0,1,0,0,0,1
3,37.90634749,15.86364022,95.67906271,13,1,2024,0,0,1,0,0,0,0,1,0
5,81.84766638,2.707343472,398.1588447,22,5,2023,22,1,0,0,0,0,0,0,1
3,54.56945525,10.35040784,146.7638822,3,8,2023,15,0,0,0,1,0,1,0,0
5,86.37890196,16.41034574,361.0191275,6,7,2023,9,0,0,0,1,0,0,0,1
1,60.51342786,16.17866579,50.7231626,26,10,2023,21,0,1,0,0,0,1,0,0
4,27.31494282,7.644559155,100.9073434,23,3,2024,20,0,0,0,1,0,0,1,0
6,82.09975414,5.601284572,465.0066797,5,11,2023,6,1,0,0,0,0,1,0,0
2,10.50838745,14.5127802,17.96665655,19,12,2023,19,0,0,0,1,0,0,0,1
7,55.38910991,4.959904988,368.4930388,10,10,2023,23,0,0,0,1,0,0,0,1
8,27.62390611,7.155545135,205.1781203,15,5,2023,18,0,0,1,0,0,1,0,0
1,40.4227008,11.59104836,35.737286,9,7,2023,2,1,0,0,0,0,1,0,0
4,46.81871061,0.699022947,185.9657483,9,2,2024,7,1,0,0,0,0,1,0,0
4,60.39645019,7.733766389,222.9021193,11,4,2024,6,1,0,0,0,0,0,0,1
5,41.9101138,16.15098439,175.7060893,21,3,2024,21,0,0,1,0,0,1,0,0
4,68.02986722,4.074297524,261.0325121,18,3,2024,1,0,0,1,0,1,0,0,0
9,26.87133095,14.50223938,206.7694759,26,7,2023,8,0,0,0,1,1,0,0,0
7,81.09156519,15.49056629,479.7101577,25,8,2023,18,0,0,1,0,0,1,0,0
2,64.16694514,1.227298756,126.75885,21,10,2023,2,1,0,0,0,0,0,1,0
1,41.65961462,1.756625113,40.92781137,1,11,2023,18,1,0,0,0,0,0,0,1
9,57.86808625,14.35938022,446.0272895,5,7,2023,1,0,1,0,0,0,0,1,0
1,46.35660894,13.37534747,40.15625142,9,11,2023,4,1,0,0,0,0,0,1,0
6,88.7419396,18.03963345,436.3993139,24,4,2024,13,0,0,1,0,1,0,0,0
2,59.17149416,9.129475978,107.5388936,25,9,2023,3,1,0,0,0,0,1,0,0
4,80.97532396,15.49640348,273.7082441,27,9,2023,2,1,0,0,0,0,0,1,0
6,81.54393162,15.44417291,413.7008749,1,5,2023,16,0,1,0,0,0,0,0,1
5,76.05545174,10.96484133,338.5804607,27,12,2023,22,0,0,0,1,0,1,0,0
6,77.5721836,3.107721365,450.9687377,27,1,2024,22,1,0,0,0,1,0,0,0
3,30.20695953,18.00742132,74.30239518,7,12,2023,10,0,1,0,0,0,0,1,0
5,88.3939264,10.19369729,396.9165856,6,12,2023,3,0,1,0,0,0,0,1,0
2,73.70265673,1.229237619,145.5933519,11,4,2024,18,1,0,0,0,1,0,0,0
7,14.85631459,7.016664795,96.69727755,30,5,2023,21,0,1,0,0,0,1,0,0
3,68.28841645,3.646409741,197.3950229,5,6,2023,10,0,0,0,1,0,1,0,0
1,53.38165672,17.24665105,44.17510866,18,8,2023,7,1,0,0,0,0,1,0,0
8,22.81624181,5.516654792,172.4603881,20,9,2023,16,0,1,0,0,0,0,0,1
8,52.5782639,15.85997785,353.9149032,22,6,2023,12,0,0,1,0,0,1,0,0
3,93.01070836,18.68297973,226.9006097,1,6,2023,0,0,0,0,1,0,1,0,0
7,88.84245782,19.12366135,502.9676893,22,3,2024,8,1,0,0,0,0,0,0,1
9,17.77295926,5.857110625,150.5877964,14,1,2024,2,0,1,0,0,1,0,0,0
8,49.64637373,13.30523121,344.3264714,7,6,2023,18,1,0,0,0,0,0,1,0
3,55.85884445,10.55711608,149.8852842,14,11,2023,14,0,1,0,0,0,1,0,0
2,72.19691408,19.39994772,116.381501,2,4,2024,13,0,0,0,1,0,0,1,0
7,78.99352183,15.22870662,468.746811,3,7,2023,1,0,0,0,1,0,1,0,0
7,84.56409034,0.970307609,586.2049098,22,12,2023,14,0,0,1,0,0,0,1,0
9,63.67345867,17.59590954,472.2258103,25,5,2023,13,1,0,0,0,0,1,0,0
5,89.39973355,17.96693265,366.6867182,26,10,2023,20,0,0,1,0,0,0,1,0
4,60.08563644,5.055892426,228.1910852,10,12,2023,8,0,0,1,0,0,0,1,0
8,12.07814638,16.21561454,80.95680578,8,7,2023,12,0,0,1,0,0,1,0,0
4,51.27651273,19.84335684,164.4061253,3,8,2023,17,0,0,1,0,0,0,1,0
4,24.5056342,9.069483436,89.13239905,22,12,2023,10,0,0,0,1,0,1,0,0
2,61.66832451,14.16405155,105.8671825,8,6,2023,5,0,0,1,0,0,1,0,0
1,71.27074266,13.70674329,61.50184493,5,2,2024,6,1,0,0,0,0,1,0,0
4,71.29260491,4.976663107,270.9784486,6,8,2023,11,0,1,0,0,0,0,1,0
7,54.13917777,7.723674607,349.7035069,8,12,2023,11,0,0,0,1,1,0,0,0
9,74.52124709,3.897031791,644.5541736,24,8,2023,16,1,0,0,0,0,0,0,1
9,20.29009425,5.272372657,172.9829238,3,11,2023,19,0,0,1,0,0,0,1,0
1,95.29788387,8.118717981,87.56091744,5,4,2024,12,0,0,0,1,0,0,0,1
5,85.88859861,4.948719575,408.1910636,21,4,2024,0,1,0,0,0,1,0,0,0
7,86.95309301,16.29535306,509.4864566,1,3,2024,12,1,0,0,0,0,0,0,1
7,12.97413227,2.992614593,88.10106545,28,5,2023,17,0,1,0,0,0,0,0,1
6,30.64099471,9.779371749,165.8669876,30,12,2023,10,1,0,0,0,1,0,0,0
4,18.93432128,11.69156192,66.88241353,16,12,2023,4,0,0,0,1,1,0,0,0
3,87.8859793,7.917495257,242.7828332,16,2,2024,5,0,0,1,0,0,0,0,1
9,77.49138683,12.91515237,607.3493053,2,12,2023,9,0,0,0,1,0,0,0,1
4,18.65483345,13.29013673,64.70232231,4,5,2023,20,0,0,1,0,1,0,0,0
8,46.18730344,16.67459116,307.8860754,29,6,2023,6,0,0,0,1,0,1,0,0
1,56.07208876,9.81265593,50.56992762,5,11,2023,19,1,0,0,0,0,1,0,0
7,74.36151045,0.863024776,516.0382653,6,1,2024,23,0,0,0,1,0,1,0,0
6,36.40754545,18.63001886,177.7488772,12,4,2024,22,0,0,1,0,1,0,0,0
1,36.13925927,2.280147337,35.31523092,5,6,2023,14,0,0,0,1,0,0,1,0
4,57.84804181,3.008838127,224.4299515,31,1,2024,5,0,0,0,1,0,1,0,0
5,57.30141626,16.22853607,240.0111762,22,2,2024,4,0,1,0,0,1,0,0,0
8,20.09386962,6.685137371,150.0045347,7,5,2023,19,1,0,0,0,0,1,0,0
4,74.14122896,1.172978646,293.0862727,28,9,2023,23,0,0,1,0,0,0,0,1
3,26.06528979,1.743686382,76.83237865,10,2,2024,13,1,0,0,0,0,1,0,0
2,86.48649835,12.23798375,151.8045895,11,11,2023,15,0,1,0,0,0,0,0,1
4,79.58770157,13.62455638,274.9769212,3,5,2023,15,1,0,0,0,0,0,1,0
4,98.28161028,0.810003377,389.9421037,21,6,2023,12,0,0,1,0,0,0,1,0
5,25.39709478,3.763822031,122.2059667,4,2,2024,22,0,1,0,0,0,1,0,0
7,95.0053769,18.28504327,543.4352184,2,2,2024,11,1,0,0,0,0,0,1,0
9,75.94066633,19.2892313,551.6306599,14,4,2024,15,0,0,1,0,0,0,0,1
2,89.31039263,12.13582482,156.9436797,27,7,2023,6,0,1,0,0,0,0,0,1
5,13.08380388,13.28454236,56.72840204,22,6,2023,11,1,0,0,0,0,1,0,0
9,38.88251337,19.91570925,280.2490655,4,1,2024,9,0,0,1,0,0,0,1,0
3,12.65231797,1.760478715,37.2887298,16,8,2023,1,0,1,0,0,0,0,1,0
1,26.3736214,10.85051096,23.51194872,2,2,2024,14,1,0,0,0,0,1,0,0
2,89.58411049,15.0624868,152.1810313,19,4,2024,12,1,0,0,0,1,0,0,0
6,46.97498133,4.47682787,269.2319537,12,9,2023,6,0,1,0,0,0,1,0,0
5,70.43525274,18.98385726,285.3196245,24,1,2024,18,0,1,0,0,1,0,0,0
1,53.55236822,13.0167105,46.58161148,26,2,2024,23,0,1,0,0,0,1,0,0
1,52.62676121,4.246886497,50.3917624,14,2,2024,12,0,0,0,1,1,0,0,0
